朝楼,瘤痢,乞闭扁柯(∩),弥历扁柯(∩),弥绊扁柯(∩)
	2002-01-01,傈合,0.4,-2.5,7.9
	2002-01-02,傈合,-4.2,-7.3,-1.4
	2002-01-03,傈合,-2.6,-10.3,2.8
	2002-01-04,傈合,6.3,1,10.3
	2002-01-05,傈合,1.9,-3.4,6
	2002-01-06,傈合,1.1,-5.6,8.6
	2002-01-07,傈合,1.7,-2.9,8.3
	2002-01-08,傈合,-1.6,-3.1,0
	2002-01-09,傈合,-1,-6.1,4.1
	2002-01-10,傈合,6.4,-3.1,12.9
	2002-01-11,傈合,5,0.6,11.7
	2002-01-12,傈合,7.6,-0.4,16.1
	2002-01-13,傈合,10.2,3.9,16
	2002-01-14,傈合,14.3,11.1,18.2
	2002-01-15,傈合,16,14.3,17.9
	2002-01-16,傈合,7.9,5.4,14.9
	2002-01-17,傈合,3.9,0.2,6.7
	2002-01-18,傈合,2.2,-1,7.4
	2002-01-19,傈合,4.8,0.4,10.8
	2002-01-20,傈合,3.6,1.2,8.6
	2002-01-21,傈合,1.9,0.5,5.9
	2002-01-22,傈合,-0.6,-2.3,1.8
	2002-01-23,傈合,-0.8,-2.7,1.7
	2002-01-24,傈合,-1.2,-5.5,3.8
	2002-01-25,傈合,-1.1,-6.5,4.4
	2002-01-26,傈合,1,-1.1,2.7
	2002-01-27,傈合,1,-0.7,2.8
	2002-01-28,傈合,0.4,-1.2,3
	2002-01-29,傈合,-0.2,-4.7,3.9
	2002-01-30,傈合,1.7,-0.9,5.3
	2002-01-31,傈合,-1,-4.8,4
	2002-02-01,傈合,0.5,-5,7.7
	2002-02-02,傈合,3.3,-1.2,10
	2002-02-03,傈合,1.8,-4.2,9.8
	2002-02-04,傈合,3.2,-2.3,8.6
	2002-02-05,傈合,4.2,-0.6,10.8
	2002-02-06,傈合,5.2,-2.4,12.7
	2002-02-07,傈合,3.5,-1.5,10.2
	2002-02-08,傈合,2.5,-2.6,9.6
	2002-02-09,傈合,-0.4,-4.8,4
	2002-02-10,傈合,0.2,-3.4,3.7
	2002-02-11,傈合,0.1,-5.2,5.7
	2002-02-12,傈合,-0.1,-5.8,6
	2002-02-13,傈合,0.7,-3.7,6.2
	2002-02-14,傈合,-0.1,-5.9,6.5
	2002-02-15,傈合,0.8,-5.6,7.8
	2002-02-16,傈合,2.6,-3.7,9.8
	2002-02-17,傈合,3.6,-0.5,9.5
	2002-02-18,傈合,0,-3,3.4
	2002-02-19,傈合,-0.6,-5.3,4.4
	2002-02-20,傈合,1.5,-5.6,9.3
	2002-02-21,傈合,3,-1.9,5.4
	2002-02-22,傈合,3.4,0.5,7.8
	2002-02-23,傈合,2.7,-1.5,8.9
	2002-02-24,傈合,3.2,-3.9,11.8
	2002-02-25,傈合,5,0,11.2
	2002-02-26,傈合,4.8,-0.2,11.9
	2002-02-27,傈合,5.5,-0.4,12.8
	2002-02-28,傈合,5.8,1.7,12.9
	2002-03-01,傈合,4.5,-0.4,13.7
	2002-03-02,傈合,4.9,-0.7,13.5
	2002-03-03,傈合,3.2,-1,9.7
	2002-03-04,傈合,4.2,-3.6,11.8
	2002-03-05,傈合,3.9,2.1,5.9
	2002-03-06,傈合,3.1,1,5.8
	2002-03-07,傈合,1.9,-2,6.5
	2002-03-08,傈合,3.4,-3.6,11.3
	2002-03-09,傈合,10.4,0.5,17.4
	2002-03-10,傈合,8.4,1.2,12.6
	2002-03-11,傈合,5.4,-1.9,13.5
	2002-03-12,傈合,7.5,-0.4,17.3
	2002-03-13,傈合,10.3,0.5,21.3
	2002-03-14,傈合,9.7,7.1,12.3
	2002-03-15,傈合,7.5,3.2,11
	2002-03-16,傈合,8.5,0.7,16.9
	2002-03-17,傈合,10.7,5,18
	2002-03-18,傈合,7.8,2.3,14.2
	2002-03-19,傈合,9.4,1.6,17.9
	2002-03-20,傈合,15.5,5.1,23.9
	2002-03-21,傈合,9.1,5.9,18.1
	2002-03-22,傈合,6.7,3.5,9.5
	2002-03-23,傈合,6.3,1.6,11.8
	2002-03-24,傈合,5.2,-0.8,11.9
	2002-03-25,傈合,8.3,1,16.3
	2002-03-26,傈合,9.6,2.4,16.7
	2002-03-27,傈合,10,6.1,15.4
	2002-03-28,傈合,12.2,5.2,21.1
	2002-03-29,傈合,11.2,5.5,18.7
	2002-03-30,傈合,11.6,3.9,21.7
	2002-03-31,傈合,9.9,5.8,15.6
	2002-04-01,傈合,13.3,4.2,23.9
	2002-04-02,傈合,15.4,6.2,26
	2002-04-03,傈合,15.2,10.6,20.6
	2002-04-04,傈合,13.4,6.7,21.8
	2002-04-05,傈合,17,7.3,25.9
	2002-04-06,傈合,14.5,11.3,17.2
	2002-04-07,傈合,12.1,8.9,18
	2002-04-08,傈合,10.2,7.1,15
	2002-04-09,傈合,8.1,4.1,13
	2002-04-10,傈合,8.7,2.9,15.3
	2002-04-11,傈合,9.4,3.4,15.5
	2002-04-12,傈合,11.6,5.7,19
	2002-04-13,傈合,13.6,5,20.2
	2002-04-14,傈合,19.9,15,25.6
	2002-04-15,傈合,19.8,16.5,24.7
	2002-04-16,傈合,15.4,9.9,20
	2002-04-17,傈合,10.7,7.1,14.4
	2002-04-18,傈合,10,4.2,16.1
	2002-04-19,傈合,11.8,4.1,19.9
	2002-04-20,傈合,14.4,5.7,22.9
	2002-04-21,傈合,17,10.3,24.5
	2002-04-22,傈合,18,11.1,27
	2002-04-23,傈合,15.6,10.1,21.8
	2002-04-24,傈合,9.9,5.6,15.1
	2002-04-25,傈合,9.7,3.4,17
	2002-04-26,傈合,12.1,4.2,19.3
	2002-04-27,傈合,14.7,9.8,22.1
	2002-04-28,傈合,16.8,6.2,26
	2002-04-29,傈合,18.9,16.4,21
	2002-04-30,傈合,16.6,13.1,21
	2002-05-01,傈合,15.9,12.1,21.1
	2002-05-02,傈合,17.5,8.8,25
	2002-05-03,傈合,15.6,11.9,19.5
	2002-05-04,傈合,17.4,13.7,24.1
	2002-05-05,傈合,17.3,12,21.5
	2002-05-06,傈合,14.8,9.8,19.5
	2002-05-07,傈合,12.9,10.9,14.8
	2002-05-08,傈合,15,11.3,19.5
	2002-05-09,傈合,16.6,13.2,22.6
	2002-05-10,傈合,15.3,11.8,20.4
	2002-05-11,傈合,14.7,11.3,21.1
	2002-05-12,傈合,16.1,11.1,24.8
	2002-05-13,傈合,17,10.5,25.8
	2002-05-14,傈合,18.2,13.9,23.5
	2002-05-15,傈合,16.6,13.8,18.8
	2002-05-16,傈合,16.5,14.9,18.7
	2002-05-17,傈合,15.8,14.7,17.9
	2002-05-18,傈合,16,13.7,19.9
	2002-05-19,傈合,15.8,12.4,21.3
	2002-05-20,傈合,17.4,11.6,25.7
	2002-05-21,傈合,19,11.8,27.3
	2002-05-22,傈合,18.2,13.1,25
	2002-05-23,傈合,18.7,10.9,27.9
	2002-05-24,傈合,18.5,10.8,26.7
	2002-05-25,傈合,19.8,11,28.7
	2002-05-26,傈合,18.4,12.1,25.7
	2002-05-27,傈合,18.6,10.5,26.5
	2002-05-28,傈合,17.7,11.7,25.7
	2002-05-29,傈合,19.8,11.3,29
	2002-05-30,傈合,19.3,16.5,23.3
	2002-05-31,傈合,19.5,15.5,25.7
	2002-06-01,傈合,21.6,16.5,30.2
	2002-06-02,傈合,21.8,17.4,29
	2002-06-03,傈合,21,15.8,27.4
	2002-06-04,傈合,20.9,14.1,29.4
	2002-06-05,傈合,23.3,16.6,30
	2002-06-06,傈合,25.1,18.5,32.7
	2002-06-07,傈合,23.9,16.8,31.4
	2002-06-08,傈合,22.3,17.6,28.5
	2002-06-09,傈合,22.2,16.8,29.7
	2002-06-10,傈合,24.2,17.8,29
	2002-06-11,傈合,22.2,16.1,27.1
	2002-06-12,傈合,23.3,15.4,30.4
	2002-06-13,傈合,20.1,15.9,25
	2002-06-14,傈合,20.2,14,26.1
	2002-06-15,傈合,19.9,16.8,25.1
	2002-06-16,傈合,21.7,16.9,28
	2002-06-17,傈合,22.7,17.8,29.4
	2002-06-18,傈合,22.3,17,28.3
	2002-06-19,傈合,24.3,18.1,29.9
	2002-06-20,傈合,23.5,20.6,27.8
	2002-06-21,傈合,23.2,19.1,28.3
	2002-06-22,傈合,23.1,18.3,29.1
	2002-06-23,傈合,20.3,16.9,24
	2002-06-24,傈合,17,16,18.9
	2002-06-25,傈合,19.4,15.6,24.9
	2002-06-26,傈合,19.4,14.4,25.7
	2002-06-27,傈合,19.7,13,26.2
	2002-06-28,傈合,21.5,13.5,29.1
	2002-06-29,傈合,23.2,15.1,30.6
	2002-06-30,傈合,23.5,20.6,28.7
	2002-07-01,傈合,24,20.8,28.4
	2002-07-02,傈合,24.5,21.7,29.7
	2002-07-03,傈合,25.7,20.9,30.9
	2002-07-04,傈合,26.4,21.8,32.1
	2002-07-05,傈合,23.7,22.5,25.5
	2002-07-06,傈合,21.7,19.8,24.7
	2002-07-07,傈合,24.5,20.7,29.6
	2002-07-08,傈合,22,19,25.5
	2002-07-09,傈合,23.3,19.8,28.7
	2002-07-10,傈合,24.2,20.9,29.4
	2002-07-11,傈合,23.4,20.9,27.2
	2002-07-12,傈合,25,20.7,30.4
	2002-07-13,傈合,25.6,20.1,31.2
	2002-07-14,傈合,26.3,24.2,29.3
	2002-07-15,傈合,27.6,23.8,33
	2002-07-16,傈合,26.1,22.2,31.6
	2002-07-17,傈合,24.1,20,29.2
	2002-07-18,傈合,24.9,18.5,31.3
	2002-07-19,傈合,22.7,21.4,25.9
	2002-07-20,傈合,24.9,19.7,30.8
	2002-07-21,傈合,26.3,22.2,30.9
	2002-07-22,傈合,24,22.1,25.6
	2002-07-23,傈合,26,23,30.5
	2002-07-24,傈合,27.1,23,32.2
	2002-07-25,傈合,27.7,22.7,33.7
	2002-07-26,傈合,26.7,24,31
	2002-07-27,傈合,30.5,25.6,35.9
